Month_year,Consultation_Type,Case,Age_Sex,Count,Age_Group,Sex,Age_Group_Num
2023 - 9,2,51,65-69 Male,0.0,65-69,Male,65-69
2023 - 9,2,14,65-69 Male,0.0,65-69,Male,65-69
2023 - 9,3,52,65-69 Male,2.0,65-69,Male,65-69
2023 - 9,3,101,65-69 Male,1.0,65-69,Male,65-69
2023 - 9,3,108,65-69 Male,1.0,65-69,Male,65-69
2023 - 4,1,2,65-69 Female,2.0,65-69,Female,65-69
2023 - 4,1,5,65-69 Female,2.0,65-69,Female,65-69
2023 - 4,1,7,65-69 Female,4.0,65-69,Female,65-69
2023 - 4,1,8,65-69 Female,2.0,65-69,Female,65-69
2023 - 4,1,10,65-69 Female,4.0,65-69,Female,65-69
2023 - 4,2,11,65-69 Female,2.0,65-69,Female,65-69
2023 - 4,2,12,65-69 Female,3.0,65-69,Female,65-69
2023 - 4,2,17,65-69 Female,1.0,65-69,Female,65-69
2023 - 8,1,3,65-69 Female,3.0,65-69,Female,65-69
2023 - 8,1,9,65-69 Female,1.0,65-69,Female,65-69
2023 - 8,1,4,65-69 Female,2.0,65-69,Female,65-69
2023 - 8,1,7,65-69 Female,2.0,65-69,Female,65-69
2023 - 8,1,8,65-69 Female,5.0,65-69,Female,65-69
2023 - 8,1,10,65-69 Female,2.0,65-69,Female,65-69
2023 - 8,1,17,65-69 Female,1.0,65-69,Female,65-69
2023 - 8,2,12,65-69 Female,2.0,65-69,Female,65-69
2023 - 8,2,17,65-69 Female,1.0,65-69,Female,65-69
2023 - 8,2,15,65-69 Female,1.0,65-69,Female,65-69
2023 - 8,2,38,65-69 Female,3.0,65-69,Female,65-69
2023 - 8,2,39,65-69 Female,1.0,65-69,Female,65-69
2023 - 12,1,1,65-69 Female,1.0,65-69,Female,65-69
2023 - 12,1,6,65-69 Female,2.0,65-69,Female,65-69
2023 - 12,1,3,65-69 Female,1.0,65-69,Female,65-69
2023 - 12,1,4,65-69 Female,3.0,65-69,Female,65-69
2023 - 12,1,7,65-69 Female,4.0,65-69,Female,65-69
2023 - 12,1,10,65-69 Female,13.0,65-69,Female,65-69
2023 - 12,1,8,65-69 Female,3.0,65-69,Female,65-69
2023 - 12,2,11,65-69 Female,1.0,65-69,Female,65-69
2023 - 12,2,12,65-69 Female,3.0,65-69,Female,65-69
2023 - 12,2,50,65-69 Female,4.0,65-69,Female,65-69
2023 - 12,3,22,65-69 Female,1.0,65-69,Female,65-69
2023 - 12,3,56,65-69 Female,1.0,65-69,Female,65-69
2023 - 12,3,57,65-69 Female,1.0,65-69,Female,65-69
2023 - 12,3,58,65-69 Female,1.0,65-69,Female,65-69
2023 - 7,1,1,65-69 Female,2.0,65-69,Female,65-69
2023 - 7,1,3,65-69 Female,1.0,65-69,Female,65-69
2023 - 7,1,4,65-69 Female,2.0,65-69,Female,65-69
2023 - 7,1,7,65-69 Female,4.0,65-69,Female,65-69
2023 - 7,1,6,65-69 Female,1.0,65-69,Female,65-69
2023 - 7,1,8,65-69 Female,4.0,65-69,Female,65-69
2023 - 7,1,10,65-69 Female,2.0,65-69,Female,65-69
2023 - 7,1,33,65-69 Female,2.0,65-69,Female,65-69
2023 - 7,2,59,65-69 Female,3.0,65-69,Female,65-69
2023 - 7,2,15,65-69 Female,1.0,65-69,Female,65-69
2023 - 7,2,61,65-69 Female,1.0,65-69,Female,65-69
2023 - 7,2,62,65-69 Female,1.0,65-69,Female,65-69
2023 - 6,1,1,65-69 Female,5.0,65-69,Female,65-69
2023 - 6,1,9,65-69 Female,2.0,65-69,Female,65-69
2023 - 6,1,3,65-69 Female,1.0,65-69,Female,65-69
2023 - 6,1,7,65-69 Female,4.0,65-69,Female,65-69
2023 - 6,1,10,65-69 Female,3.0,65-69,Female,65-69
2023 - 6,1,17,65-69 Female,1.0,65-69,Female,65-69
2023 - 6,1,8,65-69 Female,2.0,65-69,Female,65-69
2023 - 6,2,12,65-69 Female,3.0,65-69,Female,65-69
2023 - 6,2,15,65-69 Female,3.0,65-69,Female,65-69
2023 - 6,2,36,65-69 Female,1.0,65-69,Female,65-69
2023 - 6,3,66,65-69 Female,1.0,65-69,Female,65-69
2023 - 6,3,76,65-69 Female,1.0,65-69,Female,65-69
2023 - 11,1,4,65-69 Female,2.0,65-69,Female,65-69
2023 - 11,1,83,65-69 Female,3.0,65-69,Female,65-69
2023 - 11,1,6,65-69 Female,2.0,65-69,Female,65-69
2023 - 11,1,7,65-69 Female,6.0,65-69,Female,65-69
2023 - 11,1,17,65-69 Female,1.0,65-69,Female,65-69
2023 - 11,1,5,65-69 Female,1.0,65-69,Female,65-69
2023 - 11,1,3,65-69 Female,1.0,65-69,Female,65-69
2023 - 11,2,59,65-69 Female,3.0,65-69,Female,65-69
2023 - 11,2,12,65-69 Female,3.0,65-69,Female,65-69
2023 - 11,3,52,65-69 Female,1.0,65-69,Female,65-69
2023 - 10,1,1,65-69 Female,1.0,65-69,Female,65-69
2023 - 10,1,6,65-69 Female,2.0,65-69,Female,65-69
2023 - 10,1,3,65-69 Female,1.0,65-69,Female,65-69
2023 - 10,1,4,65-69 Female,4.0,65-69,Female,65-69
2023 - 10,1,48,65-69 Female,1.0,65-69,Female,65-69
2023 - 10,1,10,65-69 Female,5.0,65-69,Female,65-69
2023 - 10,1,8,65-69 Female,4.0,65-69,Female,65-69
2023 - 10,2,12,65-69 Female,1.0,65-69,Female,65-69
2023 - 9,1,1,65-69 Female,2.0,65-69,Female,65-69
2023 - 9,1,6,65-69 Female,2.0,65-69,Female,65-69
2023 - 9,1,3,65-69 Female,1.0,65-69,Female,65-69
2023 - 9,1,4,65-69 Female,1.0,65-69,Female,65-69
2023 - 9,1,7,65-69 Female,5.0,65-69,Female,65-69
2023 - 9,1,10,65-69 Female,4.0,65-69,Female,65-69
2023 - 9,1,8,65-69 Female,1.0,65-69,Female,65-69
2023 - 9,1,84,65-69 Female,2.0,65-69,Female,65-69
2023 - 9,1,5,65-69 Female,1.0,65-69,Female,65-69
2023 - 9,2,35,65-69 Female,0.0,65-69,Female,65-69
2023 - 9,2,12,65-69 Female,1.0,65-69,Female,65-69
2023 - 9,2,11,65-69 Female,1.0,65-69,Female,65-69
2023 - 9,2,17,65-69 Female,1.0,65-69,Female,65-69
2023 - 9,2,49,65-69 Female,0.0,65-69,Female,65-69
2023 - 9,2,95,65-69 Female,2.0,65-69,Female,65-69
2023 - 9,2,15,65-69 Female,0.0,65-69,Female,65-69
2023 - 9,2,16,65-69 Female,0.0,65-69,Female,65-69
2023 - 9,2,51,65-69 Female,0.0,65-69,Female,65-69
2023 - 9,2,14,65-69 Female,0.0,65-69,Female,65-69
2023 - 4,1,1,70 Over Male,1.0,70 Over,Male,70+
2023 - 4,1,2,70 Over Male,1.0,70 Over,Male,70+
2023 - 4,1,4,70 Over Male,2.0,70 Over,Male,70+
2023 - 4,1,6,70 Over Male,1.0,70 Over,Male,70+
2023 - 4,1,7,70 Over Male,7.0,70 Over,Male,70+
2023 - 4,1,8,70 Over Male,1.0,70 Over,Male,70+
2023 - 4,1,10,70 Over Male,1.0,70 Over,Male,70+
2023 - 4,2,12,70 Over Male,1.0,70 Over,Male,70+
2023 - 4,2,20,70 Over Male,1.0,70 Over,Male,70+
2023 - 4,3,21,70 Over Male,3.0,70 Over,Male,70+
2023 - 4,3,22,70 Over Male,1.0,70 Over,Male,70+
2023 - 4,3,28,70 Over Male,1.0,70 Over,Male,70+
2023 - 4,3,30,70 Over Male,1.0,70 Over,Male,70+
2023 - 8,1,3,70 Over Male,1.0,70 Over,Male,70+
2023 - 8,1,9,70 Over Male,1.0,70 Over,Male,70+
2023 - 8,1,4,70 Over Male,3.0,70 Over,Male,70+
2023 - 8,1,7,70 Over Male,10.0,70 Over,Male,70+
2023 - 8,1,8,70 Over Male,2.0,70 Over,Male,70+
2023 - 8,1,10,70 Over Male,1.0,70 Over,Male,70+
2023 - 8,1,33,70 Over Male,2.0,70 Over,Male,70+
2023 - 8,1,17,70 Over Male,2.0,70 Over,Male,70+
2023 - 8,2,34,70 Over Male,2.0,70 Over,Male,70+
2023 - 8,2,12,70 Over Male,1.0,70 Over,Male,70+
2023 - 8,2,17,70 Over Male,1.0,70 Over,Male,70+
2023 - 8,2,37,70 Over Male,3.0,70 Over,Male,70+
2023 - 8,2,38,70 Over Male,2.0,70 Over,Male,70+
2023 - 8,3,22,70 Over Male,1.0,70 Over,Male,70+
2023 - 8,3,40,70 Over Male,2.0,70 Over,Male,70+
2023 - 8,3,41,70 Over Male,1.0,70 Over,Male,70+
2023 - 8,3,45,70 Over Male,1.0,70 Over,Male,70+
2023 - 12,1,6,70 Over Male,5.0,70 Over,Male,70+
2023 - 12,1,3,70 Over Male,4.0,70 Over,Male,70+
2023 - 12,1,4,70 Over Male,1.0,70 Over,Male,70+
2023 - 12,1,7,70 Over Male,19.0,70 Over,Male,70+
2023 - 12,1,10,70 Over Male,3.0,70 Over,Male,70+
2023 - 12,1,17,70 Over Male,3.0,70 Over,Male,70+
2023 - 12,1,8,70 Over Male,2.0,70 Over,Male,70+
2023 - 12,2,49,70 Over Male,1.0,70 Over,Male,70+
2023 - 12,2,17,70 Over Male,4.0,70 Over,Male,70+
2023 - 12,2,50,70 Over Male,1.0,70 Over,Male,70+
2023 - 12,2,16,70 Over Male,1.0,70 Over,Male,70+
2023 - 12,3,52,70 Over Male,1.0,70 Over,Male,70+
2023 - 12,3,53,70 Over Male,1.0,70 Over,Male,70+
2023 - 12,3,55,70 Over Male,1.0,70 Over,Male,70+
2023 - 7,1,1,70 Over Male,2.0,70 Over,Male,70+
2023 - 7,1,4,70 Over Male,2.0,70 Over,Male,70+
2023 - 7,1,7,70 Over Male,6.0,70 Over,Male,70+
2023 - 7,1,6,70 Over Male,1.0,70 Over,Male,70+
2023 - 7,1,10,70 Over Male,2.0,70 Over,Male,70+
2023 - 7,1,33,70 Over Male,1.0,70 Over,Male,70+
2023 - 7,1,5,70 Over Male,2.0,70 Over,Male,70+
2023 - 7,1,17,70 Over Male,2.0,70 Over,Male,70+
2023 - 7,2,59,70 Over Male,9.0,70 Over,Male,70+
2023 - 7,2,11,70 Over Male,2.0,70 Over,Male,70+
2023 - 7,2,17,70 Over Male,2.0,70 Over,Male,70+
2023 - 7,2,61,70 Over Male,1.0,70 Over,Male,70+
2023 - 7,2,62,70 Over Male,1.0,70 Over,Male,70+
2023 - 7,3,65,70 Over Male,1.0,70 Over,Male,70+
2023 - 6,1,1,70 Over Male,2.0,70 Over,Male,70+
2023 - 6,1,9,70 Over Male,1.0,70 Over,Male,70+
2023 - 6,1,3,70 Over Male,2.0,70 Over,Male,70+
2023 - 6,1,7,70 Over Male,10.0,70 Over,Male,70+
2023 - 6,1,10,70 Over Male,2.0,70 Over,Male,70+
2023 - 6,1,8,70 Over Male,1.0,70 Over,Male,70+
2023 - 6,2,16,70 Over Male,1.0,70 Over,Male,70+
2023 - 6,2,11,70 Over Male,2.0,70 Over,Male,70+
2023 - 6,2,75,70 Over Male,3.0,70 Over,Male,70+
2023 - 6,3,66,70 Over Male,1.0,70 Over,Male,70+
2023 - 11,1,4,70 Over Male,3.0,70 Over,Male,70+
2023 - 11,1,83,70 Over Male,5.0,70 Over,Male,70+
2023 - 11,1,6,70 Over Male,5.0,70 Over,Male,70+
2023 - 11,1,7,70 Over Male,7.0,70 Over,Male,70+
2023 - 11,1,1,70 Over Male,2.0,70 Over,Male,70+
2023 - 11,1,5,70 Over Male,1.0,70 Over,Male,70+
2023 - 11,1,84,70 Over Male,4.0,70 Over,Male,70+
2023 - 11,1,3,70 Over Male,2.0,70 Over,Male,70+
2023 - 11,2,59,70 Over Male,7.0,70 Over,Male,70+
2023 - 11,2,35,70 Over Male,1.0,70 Over,Male,70+
2023 - 11,2,12,70 Over Male,1.0,70 Over,Male,70+
2023 - 11,3,52,70 Over Male,3.0,70 Over,Male,70+
2023 - 11,3,87,70 Over Male,1.0,70 Over,Male,70+
2023 - 10,1,1,70 Over Male,1.0,70 Over,Male,70+
2023 - 10,1,6,70 Over Male,2.0,70 Over,Male,70+
2023 - 10,1,3,70 Over Male,1.0,70 Over,Male,70+
2023 - 10,1,7,70 Over Male,13.0,70 Over,Male,70+
2023 - 10,1,10,70 Over Male,4.0,70 Over,Male,70+
2023 - 10,2,95,70 Over Male,1.0,70 Over,Male,70+
2023 - 10,3,52,70 Over Male,1.0,70 Over,Male,70+
2023 - 10,3,21,70 Over Male,1.0,70 Over,Male,70+
2023 - 10,3,96,70 Over Male,1.0,70 Over,Male,70+
2023 - 10,3,98,70 Over Male,1.0,70 Over,Male,70+
2023 - 9,1,6,70 Over Male,2.0,70 Over,Male,70+
2023 - 9,1,3,70 Over Male,2.0,70 Over,Male,70+
2023 - 9,1,4,70 Over Male,1.0,70 Over,Male,70+
2023 - 9,1,7,70 Over Male,9.0,70 Over,Male,70+
2023 - 9,1,10,70 Over Male,1.0,70 Over,Male,70+
2023 - 9,1,8,70 Over Male,1.0,70 Over,Male,70+
2023 - 9,1,84,70 Over Male,7.0,70 Over,Male,70+
2023 - 9,1,5,70 Over Male,1.0,70 Over,Male,70+
2023 - 9,2,35,70 Over Male,1.0,70 Over,Male,70+
2023 - 9,2,12,70 Over Male,0.0,70 Over,Male,70+
2023 - 9,2,11,70 Over Male,1.0,70 Over,Male,70+
2023 - 9,2,17,70 Over Male,2.0,70 Over,Male,70+
2023 - 9,2,49,70 Over Male,0.0,70 Over,Male,70+
2023 - 9,2,95,70 Over Male,2.0,70 Over,Male,70+
2023 - 9,2,15,70 Over Male,1.0,70 Over,Male,70+
2023 - 9,2,16,70 Over Male,0.0,70 Over,Male,70+
2023 - 9,2,51,70 Over Male,0.0,70 Over,Male,70+
2023 - 9,2,14,70 Over Male,1.0,70 Over,Male,70+
2023 - 9,3,106,70 Over Male,1.0,70 Over,Male,70+
2023 - 4,1,1,70 Over Female,2.0,70 Over,Female,70+
2023 - 4,1,2,70 Over Female,1.0,70 Over,Female,70+
2023 - 4,1,3,70 Over Female,2.0,70 Over,Female,70+
2023 - 4,1,4,70 Over Female,3.0,70 Over,Female,70+
2023 - 4,1,5,70 Over Female,1.0,70 Over,Female,70+
2023 - 4,1,6,70 Over Female,6.0,70 Over,Female,70+
2023 - 4,1,7,70 Over Female,7.0,70 Over,Female,70+
2023 - 4,1,8,70 Over Female,3.0,70 Over,Female,70+
2023 - 4,1,10,70 Over Female,5.0,70 Over,Female,70+
2023 - 4,2,12,70 Over Female,7.0,70 Over,Female,70+
2023 - 4,2,15,70 Over Female,1.0,70 Over,Female,70+
2023 - 4,2,16,70 Over Female,1.0,70 Over,Female,70+
2023 - 4,2,17,70 Over Female,3.0,70 Over,Female,70+
2023 - 4,3,24,70 Over Female,1.0,70 Over,Female,70+
2023 - 4,3,29,70 Over Female,1.0,70 Over,Female,70+
2023 - 4,3,32,70 Over Female,1.0,70 Over,Female,70+
2023 - 8,1,1,70 Over Female,3.0,70 Over,Female,70+
2023 - 8,1,3,70 Over Female,3.0,70 Over,Female,70+
2023 - 8,1,4,70 Over Female,1.0,70 Over,Female,70+
2023 - 8,1,7,70 Over Female,9.0,70 Over,Female,70+
2023 - 8,1,8,70 Over Female,7.0,70 Over,Female,70+
2023 - 8,1,5,70 Over Female,1.0,70 Over,Female,70+
2023 - 8,1,10,70 Over Female,3.0,70 Over,Female,70+
2023 - 8,1,33,70 Over Female,5.0,70 Over,Female,70+
2023 - 8,2,34,70 Over Female,4.0,70 Over,Female,70+
2023 - 8,2,12,70 Over Female,2.0,70 Over,Female,70+
2023 - 8,2,35,70 Over Female,1.0,70 Over,Female,70+
2023 - 8,2,15,70 Over Female,1.0,70 Over,Female,70+
2023 - 8,2,37,70 Over Female,7.0,70 Over,Female,70+
2023 - 8,2,16,70 Over Female,1.0,70 Over,Female,70+
2023 - 8,2,39,70 Over Female,2.0,70 Over,Female,70+
2023 - 8,3,22,70 Over Female,1.0,70 Over,Female,70+
2023 - 8,3,43,70 Over Female,1.0,70 Over,Female,70+
2023 - 12,1,1,70 Over Female,6.0,70 Over,Female,70+
2023 - 12,1,6,70 Over Female,9.0,70 Over,Female,70+
2023 - 12,1,3,70 Over Female,4.0,70 Over,Female,70+
2023 - 12,1,4,70 Over Female,4.0,70 Over,Female,70+
2023 - 12,1,7,70 Over Female,10.0,70 Over,Female,70+
2023 - 12,1,5,70 Over Female,4.0,70 Over,Female,70+
2023 - 12,1,10,70 Over Female,4.0,70 Over,Female,70+
2023 - 12,1,17,70 Over Female,4.0,70 Over,Female,70+
2023 - 12,1,8,70 Over Female,2.0,70 Over,Female,70+
2023 - 12,2,11,70 Over Female,4.0,70 Over,Female,70+
2023 - 12,2,12,70 Over Female,4.0,70 Over,Female,70+
2023 - 12,2,17,70 Over Female,3.0,70 Over,Female,70+
2023 - 12,2,50,70 Over Female,3.0,70 Over,Female,70+
2023 - 12,3,52,70 Over Female,2.0,70 Over,Female,70+
2023 - 12,3,23,70 Over Female,1.0,70 Over,Female,70+
2023 - 7,1,1,70 Over Female,6.0,70 Over,Female,70+
2023 - 7,1,3,70 Over Female,1.0,70 Over,Female,70+
2023 - 7,1,4,70 Over Female,2.0,70 Over,Female,70+
2023 - 7,1,7,70 Over Female,12.0,70 Over,Female,70+
2023 - 7,1,8,70 Over Female,3.0,70 Over,Female,70+
2023 - 7,1,10,70 Over Female,8.0,70 Over,Female,70+
2023 - 7,1,33,70 Over Female,1.0,70 Over,Female,70+
2023 - 7,1,5,70 Over Female,1.0,70 Over,Female,70+
2023 - 7,2,59,70 Over Female,17.0,70 Over,Female,70+
2023 - 7,2,11,70 Over Female,3.0,70 Over,Female,70+
2023 - 7,2,12,70 Over Female,2.0,70 Over,Female,70+
2023 - 7,2,60,70 Over Female,1.0,70 Over,Female,70+
2023 - 7,2,62,70 Over Female,5.0,70 Over,Female,70+
2023 - 7,3,65,70 Over Female,1.0,70 Over,Female,70+
2023 - 7,3,22,70 Over Female,1.0,70 Over,Female,70+
2023 - 6,1,1,70 Over Female,2.0,70 Over,Female,70+
2023 - 6,1,4,70 Over Female,5.0,70 Over,Female,70+
2023 - 6,1,9,70 Over Female,4.0,70 Over,Female,70+
2023 - 6,1,3,70 Over Female,3.0,70 Over,Female,70+
2023 - 6,1,7,70 Over Female,12.0,70 Over,Female,70+
2023 - 6,1,10,70 Over Female,6.0,70 Over,Female,70+
2023 - 6,1,5,70 Over Female,3.0,70 Over,Female,70+
2023 - 6,1,17,70 Over Female,1.0,70 Over,Female,70+
2023 - 6,1,8,70 Over Female,1.0,70 Over,Female,70+
2023 - 6,2,12,70 Over Female,2.0,70 Over,Female,70+
2023 - 6,2,15,70 Over Female,1.0,70 Over,Female,70+
2023 - 6,2,36,70 Over Female,1.0,70 Over,Female,70+
2023 - 6,2,75,70 Over Female,3.0,70 Over,Female,70+
2023 - 6,3,66,70 Over Female,2.0,70 Over,Female,70+
2023 - 6,3,77,70 Over Female,1.0,70 Over,Female,70+
2023 - 6,3,79,70 Over Female,1.0,70 Over,Female,70+
2023 - 11,1,4,70 Over Female,3.0,70 Over,Female,70+
2023 - 11,1,83,70 Over Female,6.0,70 Over,Female,70+
2023 - 11,1,6,70 Over Female,4.0,70 Over,Female,70+
2023 - 11,1,7,70 Over Female,12.0,70 Over,Female,70+
2023 - 11,1,1,70 Over Female,2.0,70 Over,Female,70+
2023 - 11,1,17,70 Over Female,1.0,70 Over,Female,70+
2023 - 11,1,5,70 Over Female,1.0,70 Over,Female,70+
2023 - 11,1,84,70 Over Female,2.0,70 Over,Female,70+
2023 - 11,1,3,70 Over Female,2.0,70 Over,Female,70+
2023 - 11,2,39,70 Over Female,2.0,70 Over,Female,70+
2023 - 11,2,59,70 Over Female,15.0,70 Over,Female,70+
2023 - 11,2,16,70 Over Female,1.0,70 Over,Female,70+
2023 - 11,2,12,70 Over Female,2.0,70 Over,Female,70+
2023 - 11,3,52,70 Over Female,2.0,70 Over,Female,70+
2023 - 11,3,93,70 Over Female,1.0,70 Over,Female,70+
2023 - 11,3,94,70 Over Female,1.0,70 Over,Female,70+
2023 - 10,1,6,70 Over Female,8.0,70 Over,Female,70+
2023 - 10,1,3,70 Over Female,1.0,70 Over,Female,70+
2023 - 10,1,4,70 Over Female,4.0,70 Over,Female,70+
2023 - 10,1,7,70 Over Female,11.0,70 Over,Female,70+
2023 - 10,1,10,70 Over Female,13.0,70 Over,Female,70+
2023 - 10,1,8,70 Over Female,2.0,70 Over,Female,70+
2023 - 10,1,17,70 Over Female,1.0,70 Over,Female,70+
2023 - 10,2,12,70 Over Female,5.0,70 Over,Female,70+
2023 - 10,2,17,70 Over Female,2.0,70 Over,Female,70+
2023 - 10,2,15,70 Over Female,2.0,70 Over,Female,70+
2023 - 10,2,95,70 Over Female,5.0,70 Over,Female,70+
2023 - 10,3,41,70 Over Female,1.0,70 Over,Female,70+
2023 - 9,1,1,70 Over Female,1.0,70 Over,Female,70+
2023 - 9,1,3,70 Over Female,3.0,70 Over,Female,70+
2023 - 9,1,4,70 Over Female,6.0,70 Over,Female,70+
2023 - 9,1,7,70 Over Female,11.0,70 Over,Female,70+
2023 - 9,1,10,70 Over Female,13.0,70 Over,Female,70+
2023 - 9,1,8,70 Over Female,4.0,70 Over,Female,70+
2023 - 9,1,48,70 Over Female,1.0,70 Over,Female,70+
2023 - 9,1,84,70 Over Female,1.0,70 Over,Female,70+
2023 - 9,1,5,70 Over Female,1.0,70 Over,Female,70+
2023 - 9,2,35,70 Over Female,0.0,70 Over,Female,70+
2023 - 9,2,12,70 Over Female,6.0,70 Over,Female,70+
2023 - 9,2,11,70 Over Female,0.0,70 Over,Female,70+
2023 - 9,2,17,70 Over Female,0.0,70 Over,Female,70+
2023 - 9,2,49,70 Over Female,0.0,70 Over,Female,70+
2023 - 9,2,95,70 Over Female,0.0,70 Over,Female,70+
2023 - 9,2,15,70 Over Female,0.0,70 Over,Female,70+
2023 - 9,2,16,70 Over Female,0.0,70 Over,Female,70+
2023 - 9,2,51,70 Over Female,0.0,70 Over,Female,70+
2023 - 9,2,14,70 Over Female,0.0,70 Over,Female,70+
2023 - 9,3,102,70 Over Female,1.0,70 Over,Female,70+
2023 - 9,3,103,70 Over Female,1.0,70 Over,Female,70+
